Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Rhode Island,2020,47,2020-11-21,226,209,,36,,,,,,,,51,,48,39,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,48,2020-11-28,268,260,0,40,11,11,,,,,,47,10,69,61,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2020,49,2020-12-05,289,269,,48,11,18,,,,,,46,10,81,62,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2020,50,2020-12-12,324,301,,32,,19,,,0,,,33,12,142,123,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2020,51,2020-12-19,329,320,,40,,10,,,,,,49,11,137,117,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2020,52,2020-12-26,301,287,,47,,10,,,,,,39,,99,83,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,53,2021-01-02,283,272,,40,,,,,,,,58,,95,80,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2021,1,2021-01-09,294,282,,44,,12,,,0,,16,43,12,103,88,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,
Rhode Island,2021,2,2021-01-16,293,279,0,45,,16,,,,,,60,,98,74,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2021,3,2021-01-23,306,294,,35,,15,0,,,,12,63,,100,81,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2021,4,2021-01-30,257,249,,37,,,,,,,21,45,13,78,69,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Rhode Island,2021,5,2021-02-06,266,257,,45,,11,,,,,16,55,,67,51,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2021,6,2021-02-13,236,226,,37,11,13,0,,,,12,44,,64,51,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2021,7,2021-02-20,202,198,,42,,,,,,,14,42,,31,23,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2021,8,2021-02-27,181,173,,26,,14,,,,,13,38,,20,11,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2021,9,2021-03-06,150,148,,31,,,,,,,11,27,10,11,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
Rhode Island,2021,10,2021-03-13,125,123,0,30,,,0,,,,,28,,10,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9)
Rhode Island,2021,11,2021-03-20,36,35,0,,,,0,,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Carolina,2020,1,2020-01-04,"1,090","1,000",14,192,35,54,30,85,19,29,,221,52,,,,,,,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
South Carolina,2020,2,2020-01-11,"1,082",987,24,210,41,55,21,70,33,27,10,212,47,0,0,,,,,,,,,,,,,,,
South Carolina,2020,3,2020-01-18,"1,048",951,14,221,40,39,19,71,18,27,,205,49,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2020,4,2020-01-25,"1,033",929,18,194,38,51,19,66,25,23,,213,58,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2020,5,2020-02-01,"1,032",942,20,206,40,40,23,61,14,11,,238,47,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2020,6,2020-02-08,"1,096",995,20,199,42,45,29,69,25,17,,243,44,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2020,7,2020-02-15,"1,003",907,23,196,27,50,27,57,16,15,19,210,40,0,0,,,,,,,,,,,,,,,
South Carolina,2020,8,2020-02-22,"1,035",946,17,199,32,57,13,74,20,20,12,219,52,0,0,,,,,,,,,,,,,,,
South Carolina,2020,9,2020-02-29,"1,044",955,22,198,38,44,20,75,15,22,11,222,43,0,0,,,,,,,,,,,,,,,
South Carolina,2020,10,2020-03-07,"1,133","1,017",11,217,36,61,25,61,27,19,14,239,69,0,0,,,,,,,,,,,,,,,
South Carolina,2020,11,2020-03-14,"1,103","1,013",15,214,35,60,16,59,26,23,,223,61,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2020,12,2020-03-21,"1,067",969,15,212,31,60,18,56,16,13,,236,58,,,,,,,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
South Carolina,2020,13,2020-03-28,"1,038",945,13,216,31,47,21,59,27,30,10,205,49,19,17,,,,,,,,,,,,,,,
South Carolina,2020,14,2020-04-04,"1,048",952,14,187,44,56,15,60,21,18,15,212,37,36,35,,,,,,,,,,,,,,,
South Carolina,2020,15,2020-04-11,"1,138","1,029",12,200,45,53,14,52,20,17,11,227,57,57,51,,,,,,,,,,,,,,,
South Carolina,2020,16,2020-04-18,"1,049",938,15,175,36,57,15,59,22,17,13,215,56,47,43,,,,,,,,,,,,,,,
South Carolina,2020,17,2020-04-25,"1,023",924,14,195,23,45,11,61,10,15,15,204,54,61,61,,,,,,,,,,,,,,,
South Carolina,2020,18,2020-05-02,"1,033",928,17,197,33,49,17,53,17,17,18,190,58,63,61,,,,,,,,,,,,,,,
South Carolina,2020,19,2020-05-09,"1,060",952,22,206,42,33,15,45,21,20,,210,48,72,69,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2020,20,2020-05-16,"1,109",993,15,199,35,46,10,69,12,12,11,203,57,67,65,,,,,,,,,,,,,,,
South Carolina,2020,21,2020-05-23,"1,045",917,17,209,43,35,,53,14,14,10,200,61,59,56,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2020,22,2020-05-30,"1,048",925,17,181,35,34,,55,15,13,12,189,50,65,60,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2020,23,2020-06-06,"1,037",925,16,196,23,50,14,59,14,19,,205,47,64,58,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2020,24,2020-06-13,"1,079",949,14,209,33,50,12,55,20,19,11,188,43,50,43,,,,,,,,,,,,,,,
South Carolina,2020,25,2020-06-20,"1,052",928,,185,48,47,,56,13,18,,189,63,57,52,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
South Carolina,2020,26,2020-06-27,"1,099",984,11,188,38,41,11,49,21,20,,219,65,84,76,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2020,27,2020-07-04,"1,196","1,067",13,203,27,60,,63,11,18,,258,53,129,114,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
South Carolina,2020,28,2020-07-11,"1,217","1,094",23,212,29,61,11,44,15,17,,212,60,145,134,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2020,29,2020-07-18,"1,332","1,211",21,199,49,57,14,57,16,21,16,219,61,229,203,,,,,,,,,,,,,,,
South Carolina,2020,30,2020-07-25,"1,352","1,259",13,213,38,59,15,48,11,17,14,227,44,321,303,,,,,,,,,,,,,,,
South Carolina,2020,31,2020-08-01,"1,329","1,206",22,178,38,58,,60,22,22,,212,57,288,271,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
South Carolina,2020,32,2020-08-08,"1,367","1,259",20,213,41,54,12,66,12,17,20,223,55,269,246,,,,,,,,,,,,,,,
South Carolina,2020,33,2020-08-15,"1,318","1,218",23,222,37,64,15,53,12,15,11,231,59,241,212,,,,,,,,,,,,,,,
South Carolina,2020,34,2020-08-22,"1,181","1,076",16,200,27,52,,54,16,23,11,191,51,207,186,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2020,35,2020-08-29,"1,238","1,126",16,214,31,51,,41,14,25,,210,56,201,180,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
South Carolina,2020,36,2020-09-05,"1,242","1,120",16,214,44,50,10,51,17,19,18,216,54,182,153,,,,,,,,,,,,,,,
South Carolina,2020,37,2020-09-12,"1,187","1,051",12,215,31,57,,53,13,12,13,216,61,144,124,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2020,38,2020-09-19,"1,141","1,036",15,214,36,34,17,62,18,18,16,192,42,134,120,,,,,,,,,,,,,,,
South Carolina,2020,39,2020-09-26,"1,152","1,043",20,202,35,40,16,57,19,18,22,195,50,121,107,,,,,,,,,,,,,,,
South Carolina,2020,40,2020-10-03,"1,141","1,040",23,202,30,46,11,53,20,21,20,213,45,104,97,,,,,,,,,,,,,,,
South Carolina,2020,41,2020-10-10,"1,132","1,042",15,210,37,38,,59,12,16,22,237,53,91,82,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2020,42,2020-10-17,"1,060",975,14,177,33,45,,51,17,17,40,184,41,118,109,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2020,43,2020-10-24,"1,144","1,054",14,207,24,43,,56,16,20,30,218,58,126,117,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2020,44,2020-10-31,"1,216","1,113",17,203,39,48,15,62,11,19,33,219,62,123,111,,,,,,,,,,,,,,,
South Carolina,2020,45,2020-11-07,"1,177","1,074",26,201,39,46,,48,20,19,41,221,37,113,103,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2020,46,2020-11-14,"1,062",986,19,194,38,40,11,46,16,13,40,176,51,107,95,,,,,,,,,,,,,,,
South Carolina,2020,47,2020-11-21,713,646,11,112,21,25,10,31,13,12,38,114,28,78,69,,,,,,,,,,,,,,,
South Carolina,2020,48,2020-11-28,841,776,,128,33,35,12,41,,16,47,137,33,90,87,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
South Carolina,2020,49,2020-12-05,"1,279","1,195",24,193,41,50,14,45,22,20,62,214,63,177,167,,,,,,,,,,,,,,,
South Carolina,2020,50,2020-12-12,"1,268","1,198",19,221,42,51,12,52,19,17,63,225,54,176,156,,,,,,,,,,,,,,,
South Carolina,2020,51,2020-12-19,"1,341","1,263",14,198,43,43,12,55,23,25,87,224,44,236,210,,,,,,,,,,,,,,,
South Carolina,2020,52,2020-12-26,"1,351","1,282",20,198,38,41,11,54,16,16,77,220,53,273,257,,,,,,,,,,,,,,,
South Carolina,2020,53,2021-01-02,"1,400","1,340",18,171,56,57,,59,19,21,88,206,64,327,299,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2021,1,2021-01-09,"1,259","1,201",15,175,29,37,14,49,15,14,77,202,50,331,311,,,,,,,,,,,,,,,
South Carolina,2021,2,2021-01-16,891,863,,108,25,27,14,44,17,16,50,122,36,267,247,,,Suppressed (counts 1-9),,,,,,,,,,,,
South Carolina,2021,3,2021-01-23,832,791,10,115,15,27,,30,10,11,59,126,31,225,207,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2021,4,2021-01-30,"1,543","1,480",16,202,31,46,14,65,26,29,77,251,77,439,396,,,,,,,,,,,,,,,
South Carolina,2021,5,2021-02-06,"1,482","1,417",17,203,21,55,12,62,19,41,97,227,62,380,341,,,,,,,,,,,,,,,
South Carolina,2021,6,2021-02-13,"1,345","1,288",20,177,24,43,,61,15,25,87,225,77,288,268,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2021,7,2021-02-20,"1,216","1,154",10,191,21,54,,54,22,24,82,224,57,219,195,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2021,8,2021-02-27,"1,169","1,111",,206,23,52,12,50,12,22,63,219,52,180,165,,,Suppressed (counts 1-9),,,,,,,,,,,,
South Carolina,2021,9,2021-03-06,959,921,10,159,24,44,15,48,11,22,75,167,47,102,90,,,,,,,,,,,,,,,
South Carolina,2021,10,2021-03-13,800,773,12,128,17,34,,42,13,13,85,141,38,75,69,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2021,11,2021-03-20,686,661,12,113,10,28,,38,,16,64,141,37,55,48,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
South Dakota,2020,1,2020-01-04,170,145,,38,,,,,,,0,39,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
South Dakota,2020,2,2020-01-11,170,157,0,38,,,,13,,,0,33,11,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
South Dakota,2020,3,2020-01-18,168,155,0,30,,12,,,0,0,0,44,,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,
South Dakota,2020,4,2020-01-25,151,142,,32,,15,,,,,0,29,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
South Dakota,2020,5,2020-02-01,162,152,,39,,11,,,,,,41,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2020,6,2020-02-08,150,143,,41,,,,10,,,0,25,19,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
South Dakota,2020,7,2020-02-15,178,165,,38,,12,,13,,,0,36,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2020,8,2020-02-22,177,158,,35,12,15,,12,,,,36,13,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
South Dakota,2020,9,2020-02-29,163,149,,32,,,,12,,,,33,12,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
South Dakota,2020,10,2020-03-07,194,182,,50,,13,,17,,0,,41,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2020,11,2020-03-14,166,155,,35,10,11,,10,,,0,42,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,12,2020-03-21,162,152,,28,,,,14,,,0,26,12,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
South Dakota,2020,13,2020-03-28,149,140,,36,,,,10,,0,,27,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,14,2020-04-04,170,154,,39,,,0,10,0,0,,35,11,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,15,2020-04-11,150,138,,26,,11,,,,,0,42,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,16,2020-04-18,154,142,,31,,,,,,,,26,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,17,2020-04-25,176,160,,36,,14,,,,0,0,36,10,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,18,2020-05-02,159,143,,32,,,,,,0,0,26,,16,16,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
South Dakota,2020,19,2020-05-09,181,159,,33,,,,18,,0,0,33,11,15,15,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
South Dakota,2020,20,2020-05-16,147,133,,26,,,,,0,,0,39,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,21,2020-05-23,162,150,,28,,10,,,,,0,39,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,22,2020-05-30,157,147,,39,,,0,10,,,0,30,,10,10,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2020,23,2020-06-06,147,127,0,27,,,,,0,0,,28,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,24,2020-06-13,159,142,,23,,,,,,,,35,,11,11,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2020,25,2020-06-20,176,155,,39,,,,10,,,,32,,12,12,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2020,26,2020-06-27,163,138,,39,,15,0,,,,0,28,,10,10,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2020,27,2020-07-04,160,139,,28,,,,,,,,38,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,28,2020-07-11,172,158,0,39,,11,,10,0,0,,23,,14,14,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2020,29,2020-07-18,158,149,,38,,10,,,0,0,,30,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,30,2020-07-25,173,155,,31,10,10,,,,,,30,,15,13,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2020,31,2020-08-01,151,135,0,42,,,,,,,0,34,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,32,2020-08-08,187,165,,47,10,11,0,,,,,27,,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,33,2020-08-15,162,133,,29,,,,,,0,,37,,11,10,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2020,34,2020-08-22,169,148,,30,,13,,,0,,,33,10,10,10,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
South Dakota,2020,35,2020-08-29,189,165,,36,,,,10,,,,40,,13,12,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2020,36,2020-09-05,209,183,,48,10,,,11,0,0,0,39,,18,18,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,
South Dakota,2020,37,2020-09-12,182,166,,30,,11,0,,,,0,41,,20,16,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2020,38,2020-09-19,181,162,,33,,11,,,,,,39,,26,21,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2020,39,2020-09-26,191,177,,32,,,,,,0,0,44,,35,31,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
South Dakota,2020,40,2020-10-03,206,193,,33,,,0,,,,,40,11,41,37,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
South Dakota,2020,41,2020-10-10,215,198,,30,12,12,,,,,0,44,,44,37,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2020,42,2020-10-17,201,185,0,30,,10,,,,,,37,,54,51,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2020,43,2020-10-24,243,221,,41,,13,,,,,0,38,,60,57,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2020,44,2020-10-31,243,232,,31,,,,,,0,,41,13,87,78,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
